名称,状态,最优步数,类型
new0,565771329442206L,-1,30
new2,565771329376670L,46,30
new3,565771328697246L,-1,30
new4,21674760866645406L,-1,30
new5,21674760866424222L,-1,30
new6,21674760884497822L,6,30
new7,21674760891575710L,7,30
new8,2269446343070110L,-1,30
new9,2269446343004574L,8,30
new10,2269446342325150L,-1,30
new11,21684090533874078L,-1,30
new12,2834080350745246L,-1,30
new15,2834080349860510L,7,30
new16,21684090533882270L,-1,30
new17,1708180803539870L,-1,30
new18,20839115848569758L,-1,30
new21,2834080350745502L,-1,30
new22,20839115831169950L,7,30
new23,21965015755854238L,7,30
new26,20839115848307614L,-1,30
new28,21683556884196766L,3,30
new29,21965015738018206L,-1,30
new30,21711578307782046L,-1,30
new32,3959705638628254L,-1,30
new33,3959705639676830L,-1,30
new36,21411411943752798L,44,30
new38,21402615582337438L,-1,30
new39,21402615582304670L,-1,30
new40,3942336061854622L,-1,30
new41,21675259082664350L,-1,30
new43,21675259082852766L,5,30
new44,21675276530428030L,-1,30
new45,3660861076695934L,5,30
new46,3942336053472926L,-1,30
new47,3660861076695966L,5,30
new48,3942336053466014L,-1,30
new49,21956751507138686L,-1,30
new50,21675259101785502L,6,30
new52,3942336061861534L,-1,30
new53,21675259107814814L,-1,30
new55,3395878783898526L,6,30
new60,3660861101928094L,-1,30
new61,1144080061322142L,33,30
new63,21956751507131550L,-1,30
new67,21675276530420894L,-1,30
new68,1144080061805214L,33,30
new74,3660861101921182L,-1,30
new75,3395878783905438L,7,30
new77,3395895652601502L,3,30
new80,3395895652601758L,2,30
new82,581714249093534L,29,30
new83,21410002935288222L,13,30
new85,21410002919582110L,-1,30
new88,21410002935040414L,-1,30
new89,3395895652601726L,2,30
new90,3395896726342302L,-1,30
new91,3942336061887390L,-1,30
new92,3660861076696990L,5,30
new93,3942336053498782L,-1,30
new94,3395878783931294L,6,30
new95,3395896726342558L,-1,30
new96,3395345135293342L,10,30
new97,1144080062370718L,33,30
new102,3395896726342494L,-1,30
new103,3660861101953950L,-1,30
new104,3959430761245598L,-1,30
new105,3959430762294174L,-1,30
new107,21410278055954590L,-1,30
new109,21683815664380318L,-1,30
new111,21410278055962782L,-1,30
new115,21974086968240542L,-1,30
new116,21974086969289118L,-1,30
new117,20847911923495582L,-1,30
new118,20283827135337374L,-1,30
new119,21402340713894302L,8,30
new120,20283827135304606L,-1,30
new121,20847911923495838L,-1,30
new122,20283827135754910L,7,30
new126,19422953536777630L,56,30
new127,21683815664346526L,-1,30
new129,21675276530428062L,-1,30
new130,21683815664347550L,-1,30
new131,19422962137846686L,32,30
new133,21956751507138718L,-1,30
new134,19158014385787550L,19,30
new136,19422962126312350L,-1,30
new138,19422962151436958L,-1,30
new141,3395896726868894L,-1,30
new142,3395896727917470L,-1,30
new143,3396755467326366L,7,30
