名称,状态,最优步数,类型
new0,18034297765407615L,-1,31
new1,18034297773566847L,-1,31
new2,18034297765407359L,-1,31
new4,18034297773566591L,-1,31
new5,3941838986208863L,32,31
new7,3941838986201951L,31,31
new11,3379394773085055L,-1,31
new12,11260687686921087L,-1,31
new13,11260687687683967L,-1,31
new17,1145222042750847L,47,31
new18,19424630218163583L,-1,31
new19,3669159020595071L,-1,31
new21,2253488432704383L,-1,31
new22,2253488432959359L,-1,31
new23,11260687679253375L,23,31
new26,3677955113617279L,-1,31
new27,18017220975439487L,26,31
new28,2269996081525407L,7,31
new29,18017220983631487L,-1,31
new30,3379394740226911L,-1,31
new31,2269996089750175L,-1,31
new35,3379394740226975L,-1,31
new38,21410001903741343L,-1,31
new39,18017220983631743L,-1,31
new40,19425729729045599L,33,31
new42,19425729729038687L,32,31
new43,2269996089750431L,-1,31
new44,20284102055154591L,-1,31
new45,3395656586159967L,31,31
new46,21410001928917407L,6,31
new47,21402082007377311L,-1,31
new49,10700005451236447L,33,31
new52,20284102054892447L,-1,31
new57,20283827135755167L,7,31
new58,12386585371503775L,0,31
new59,12386585371479935L,0,31
new61,12386585371479967L,0,31
new62,3677956186613343L,39,31
new63,12386585371480991L,0,31
new64,1144974545325951L,-1,31
new67,3669159019865983L,-1,31
new76,20320147013656735L,-1,31
new79,19424630217418111L,-1,31
new80,19214623496749119L,48,31
new81,20276166564832415L,-1,31
new82,19706105194128767L,-1,31
new84,3669158986311583L,-1,31
new85,3379394773781375L,-1,31
new87,20267370472334495L,-1,31
new88,3379394773781343L,-1,31
new89,3379163927448415L,35,31
new90,19705571544663455L,-1,31
new92,3379163927471199L,36,31
new93,3379438805378143L,37,31
new94,12386585370816415L,0,31
new95,2269996123787679L,-1,31
new96,2253503196926879L,-1,31
new97,20267370472334751L,-1,31
new98,18017236552887967L,-1,31
new99,18017236544695967L,55,31
new101,2269996115086751L,44,31
new102,12386585371579295L,0,31
new108,3379163919304511L,31,31
new109,18017236821323679L,-1,31
new110,2253502928252831L,-1,31
new112,2269996124049823L,-1,31
new115,18017236552888223L,-1,31
new116,2253503196688287L,-1,31
new118,18017236821578655L,-1,31
new119,2269996115094943L,44,31
new120,2253502928507807L,-1,31
new121,2253503188463519L,23,31
new122,19424096568476991L,42,31
new124,2253504270635935L,-1,31
new125,3379394739530655L,-1,31
new126,3677955080062879L,-1,31
new129,3669158987040575L,34,31
new130,2253504001960863L,-1,31
new131,19706105194349951L,-1,31
new132,2253503993768863L,-1,31
new133,2253504270396319L,-1,31
new135,3669158987040671L,-1,31
new137,2253504002216863L,-1,31
new138,2253504262204319L,-1,31
new140,19705571544442271L,-1,31
new142,18034313611258783L,-1,31
new143,19424096567731615L,-1,31
new144,18034313603099551L,-1,31
new145,18034313342823327L,-1,31
new146,18034313334664095L,-1,31
new147,18034313611514783L,52,31
new149,1144974545260415L,-1,31
new150,3379163919083359L,31,31
new151,1144974545283199L,-1,31
new152,3378889041176415L,30,31
new153,18034313342823071L,-1,31
new155,18034313334663839L,-1,31
new156,1145222042087327L,-1,31
new157,2834080475653791L,-1,31
new158,2834080483813023L,-1,31
new159,2834080475654047L,-1,31
new160,2834080483813279L,-1,31
new161,19424096568477087L,-1,31
new162,20276166288737439L,-1,31
new163,20276166288008351L,-1,31
new165,20276166287987615L,-1,31
new167,20267369927296671L,-1,31
new168,20267369927075487L,-1,31
new169,20267369927070623L,12,31
new172,2834064906397311L,-1,31
new173,2834064914556543L,-1,31
new174,3959431163324255L,39,31
new175,2834064906397567L,-1,31
new176,2834064914556799L,-1,31
new181,19424630217417855L,-1,31
new182,3395381708252767L,31,31
new184,19424630217411967L,31,31
new186,3395381699864159L,31,31
new187,19706105194349695L,-1,31
new189,19706105194128511L,-1,31
new191,3395347356666719L,30,31
new193,2534978173398943L,-1,31
new194,3395347356404575L,30,31
new195,19424630218163327L,-1,31
new198,3660913782089055L,37,31
new199,3378889041176159L,30,31
new201,3378889041169247L,29,31
new203,3660638879237951L,31,31
new205,2534978173637535L,-1,31
new207,2534978148396959L,23,31
new209,18104666509594495L,26,31
new210,18104666516934527L,25,31
new211,2534979247106975L,-1,31
new215,3942113864116063L,33,31
new216,21402081999717791L,-1,31
new217,21402081998988703L,-1,31
new218,2534979247346591L,-1,31
new220,2534979222137759L,-1,31
new222,2534963409415039L,-1,31
new223,2534963409670015L,-1,31
new224,3379394773077887L,-1,31
new225,3379394773084799L,-1,31
new226,3379394773781119L,-1,31
new227,1144974545063807L,-1,31
new229,11542162639186815L,23,31
new231,1144974545086591L,-1,31
new233,11542162663631743L,-1,31
new234,11542162664394623L,-1,31
new235,3660638897081183L,34,31
new236,1144974545275007L,-1,31
new238,2271149313805151L,39,31
new239,2534978978927519L,-1,31
new241,2534978978671519L,-1,31
new243,21410001903511967L,-1,31
new245,21410001928655263L,6,31
new246,19425729729045855L,32,31
new247,20276166557172895L,-1,31
new248,21410001921577375L,5,31
new249,20276166556443807L,-1,31
new251,21410001903733151L,-1,31
new254,2534978953702303L,-1,31
new257,20267369927296927L,-1,31
new259,3941838986209119L,32,31
new260,19707204705977695L,33,31
new263,2534977905218463L,-1,31
new264,2271149329262175L,43,31
new265,2534977904963487L,-1,31
new266,3669159019859839L,29,31
new267,3669159020594815L,-1,31
new268,3669159019865727L,-1,31
new269,10700005451237183L,49,31
new271,3677955113617023L,-1,31
new272,2271149329262431L,43,31
new274,20267369927075743L,-1,31
new275,10700005451237215L,49,31
new276,3677955112882047L,28,31
new278,20284101996204959L,-1,31
new279,20283827135337375L,-1,31
new281,20557640980260511L,-1,31
new282,20557641004672671L,-1,31
new283,20283827135075231L,-1,31
new284,20830834160448159L,-1,31
new285,20283827135754911L,7,31
new286,20549359175348895L,-1,31
new287,20830834152190623L,7,31
new290,1145222042087071L,-1,31
new292,1145222042750623L,47,31
new293,2269997197519007L,-1,31
new294,20830834160448415L,-1,31
new298,20549359175349151L,-1,31
new299,20830834152190879L,7,31
new300,1145222042080159L,-1,31
new301,3379394739530399L,-1,31
new302,3379394740226719L,-1,31
new303,3379394739524511L,-1,31
new304,18104682086192031L,22,31
new306,18104682078851999L,23,31
new310,19424096568476831L,-1,31
new311,20830320408957343L,21,31
new313,20830320400287135L,-1,31
new314,20830320409219487L,21,31
new316,20276166296396959L,-1,31
new318,20830320400295327L,-1,31
new319,20276166296376223L,-1,31
new320,19424096567731359L,-1,31
new321,20267370203899039L,-1,31
new323,19424096567726495L,22,31
new325,19705571544663199L,-1,31
new326,19705571544442015L,-1,31
new327,20267370195732287L,34,31
new328,20267370195732383L,-1,31
new329,3677955079328671L,7,31
new330,3669158987040415L,-1,31
new331,3669158986311327L,-1,31
new332,3677955080062623L,-1,31
new333,20276166273045407L,-1,31
new334,3669158986306463L,8,31
new336,20267370195511199L,-1,31
new337,18018354854964063L,28,31
new339,3395346249845663L,-1,31
new340,21393785237875551L,-1,31
new341,1744208373769087L,-1,31
new342,3395346249853855L,-1,31
new343,1744208382398335L,-1,31
new344,1744208365380479L,-1,31
new345,18018354854963807L,29,31
new346,2271130547169183L,-1,31
new347,21674760891568543L,7,31
new348,18016705579674495L,-1,31
new350,21674760884490655L,6,31
new351,21674760866645407L,-1,31
new352,21674760866424223L,-1,31
new353,3378887933880223L,-1,31
new354,18016705588063103L,-1,31
new356,18034313879949727L,26,31
new357,18034313871534495L,-1,31
new358,18034313879693727L,-1,31
new359,18015606077483903L,26,31
new360,20839117575982463L,23,31
new361,3395380592568223L,-1,31
new363,20839117567059327L,-1,31
new364,20839117575218559L,-1,31
new366,18026051428215167L,-1,31
new367,18026051436374399L,-1,31
new368,18026051437137279L,-1,31
new370,3395380600956831L,-1,31
new374,18017255343852927L,-1,31
new375,18017255335184767L,-1,31
new376,20839115965387679L,14,31
new378,20839115958047647L,14,31
new379,18017255344115071L,-1,31
new380,18051889950714495L,-1,31
new381,18017255335192959L,-1,31
new382,18051889950707583L,-1,31
new383,3378887934101311L,32,31
new385,3941837912467071L,-1,31
new386,3660362927588991L,-1,31
new387,3660362927367807L,-1,31
new388,3941837912461183L,30,31
new389,18034847529380223L,30,31
new390,18034847529635199L,29,31
new391,18051889959103103L,-1,31
new392,3378887934101407L,-1,31
new394,18051889959096191L,-1,31
new395,3941837904078463L,-1,31
new397,600716297726847L,-1,31
new401,3677955112871551L,-1,31
new402,600716297965439L,-1,31
new403,18017237090013599L,-1,31
new404,3669160093607775L,32,31
new405,18017237081566623L,27,31
new406,18017237089758623L,-1,31
new408,3677955112871807L,-1,31
new409,3677955079317151L,-1,31
new410,574328011549567L,31,31
new411,574328019184511L,-1,31
new412,574328019947391L,-1,31
new413,2271130815604639L,-1,31
new414,3677955079317407L,-1,31
new415,2271130815861663L,-1,31
new416,3677955080062271L,35,31
new417,1146074056681343L,-1,31
new419,2269997197496735L,12,31
new420,2269997188827551L,-1,31
new421,1146074057969535L,-1,31
new422,21675259082664351L,-1,31
new423,21675259107807647L,-1,31
new425,21675259082852767L,-1,31
new426,21675259101778335L,6,31
new427,3378887967655807L,-1,31
new428,2269997197758879L,12,31
new429,2269997188835743L,-1,31
new430,18015621646740383L,-1,31
new431,18015621638351775L,-1,31
new432,20830320408978591L,-1,31
new433,20548845424100511L,-1,31
new434,20548845423879327L,-1,31
new436,3395380634511231L,-1,31
new437,3395380626122623L,-1,31
new438,1146074056902527L,-1,31
new439,3395346283408255L,-1,31
new440,1146074056902463L,35,31
new441,600963795506079L,-1,31
new442,600963787026335L,28,31
new443,3395346283400063L,-1,31
new444,1146074065047423L,-1,31
new445,18016721157319583L,-1,31
new446,1146074065069183L,-1,31
new447,3378887967434623L,-1,31
new448,18016721148930975L,-1,31
new449,600963794726815L,-1,31
new450,2271114977912703L,-1,31
new451,3959430056027807L,-1,31
new452,20284101996196511L,-1,31
new453,3959430056028063L,-1,31
new455,20284101996196767L,-1,31
new457,20830834160456607L,-1,31
new458,20549359175357343L,-1,31
new460,1426706128809375L,-1,31
new461,3959430056248991L,-1,31
new462,3959430056249247L,-1,31
new464,18051905519970975L,-1,31
new466,3941837878912671L,-1,31
new467,18051905528353695L,-1,31
new468,3660362894034591L,-1,31
