名称,状态,最优步数,类型
new0,20275547788314944L,8,0
new2,20284103346381888L,8,0
new3,20284103346377600L,-1,0
new4,20284103363168896L,11,0
new8,21410003270011456L,9,0
new9,20275547787842432L,-1,0
new12,21410003253201728L,7,0
new13,21410003269274432L,9,0
new16,20275547787570048L,-1,0
new17,20275547787580288L,-1,0
new19,20284103346359168L,-1,0
new20,20284103362433920L,-1,0
new21,21410003253225024L,11,0
new24,20284102272635776L,-1,0
new27,21410002179483776L,7,0
new28,21410002196064384L,9,0
new29,20275546714100608L,-1,0
new30,20275546714581120L,8,0
new32,20284102272640128L,8,0
new33,20284102289429120L,11,0
new37,21410002196285568L,9,0
new38,20275546714581632L,12,0
new39,21401446621424192L,10,0
new40,20284102272640640L,14,0
new41,21410002179483200L,12,0
new42,20275546714084224L,-1,0
new43,20275546713904000L,-1,0
new44,20284102272619392L,-1,0
new45,20284102288757632L,-1,0
new46,21410002179476288L,12,0
new47,21401446620941120L,10,0
new49,21401482054895936L,8,0
new59,21401482054150976L,8,0
new67,21401480980686976L,8,0
new71,21401480981162112L,8,0
new74,21401480972756288L,10,0
new75,21402580475732768L,10,0
new76,21402580475732800L,10,0
new77,21401480972741440L,10,0
new79,20284103346410368L,-1,0
new81,20275547788891008L,-1,0
new86,21410002196286272L,11,0
new87,21410003253234496L,7,0
new88,21410003270011712L,8,0
new89,21410003270323008L,9,0
new91,20275547788618624L,-1,0
new92,20275547788628864L,-1,0
new93,20284103346391936L,-1,0
new94,20284103363169152L,11,0
new95,20284103363482496L,-1,0
new98,21410003253225280L,10,0
new102,20284102272640896L,14,0
new103,20284102272668544L,-1,0
new107,21410002179516544L,7,0
new108,21410002196293760L,8,0
new109,21410002197112960L,9,0
new110,20275546714581888L,12,0
new111,20275546715149184L,-1,0
new118,20284102272652160L,-1,0
new116,20275546715132800L,-1,0
new117,20275546714952576L,-1,0
new119,20284102289429376L,11,0
new120,20284102289806208L,-1,0
new122,21410002179509056L,12,0
new124,21401446621424448L,10,0
new125,21401446621989696L,10,0
new126,19150309557822336L,-1,0
new127,19422988433121600L,-1,0
new128,19185493921252096L,-1,0
new129,19149210054830976L,-1,0
new130,19149210054822752L,-1,0
new131,19149210062498656L,-1,0
new132,19150309558061920L,-1,0
new133,19150309566450528L,-1,0
new134,21401480972756800L,11,0
new136,19422988433107808L,-1,0
new137,19185493921252192L,-1,0
new140,21401482055199552L,8,0
new144,19422988433107840L,-1,0
new145,19185493921252224L,-1,0
new146,19149210054822784L,-1,0
new147,19149210062498688L,-1,0
new148,19150309558061952L,-1,0
new149,19150309566450560L,-1,0
new150,19149210054830944L,-1,0
new153,19150309557822304L,-1,0
new156,19150275198083968L,-1,0
new159,21401480981735552L,8,0
new163,19149175695092608L,-1,0
new164,19149175695109248L,-1,0
new165,19149175703039104L,-1,0
new166,19150275198348416L,-1,0
new167,19150275206737024L,-1,0
new168,21401482046498624L,10,0
new170,19149175695092576L,-1,0
