名称,状态,最优步数,类型
new0,19158553471290524L,37,28
new1,19158553471291292L,-1,28
new2,21675267672598940L,-1,28
new3,21675267674696092L,7,28
new4,21675267672787356L,9,28
new5,21675267697232284L,-1,28
new6,12985851084664732L,0,28
new7,19158553471291036L,-1,28
new8,12985851085427612L,0,28
new9,20839112728007580L,-1,28
new10,19157962913533820L,18,28
new11,2825264493793692L,8,28
new12,12985850908926876L,0,28
new13,12985850917562268L,0,28
new15,2825264493859228L,-1,28
new16,20839112727974812L,-1,28
new17,2825264493114268L,-1,28
new18,19157962913533852L,17,28
new19,12985850908926844L,0,28
new20,12985850917562236L,0,28
new21,19157962913533596L,17,28
new22,3987482282650524L,-1,28
new23,12985850908929948L,0,28
new24,12985850917089180L,0,28
new27,21675302050367900L,7,28
new28,21675302032303516L,12,28
new29,21675302057445788L,8,28
new31,20549359444431772L,9,28
new34,21675259342950812L,-1,28
new36,20839112979043228L,8,28
new37,20839112996180892L,-1,28
new38,20839112996148124L,-1,28
new39,3987482283346780L,-1,28
new42,3987482283346844L,-1,28
new43,19143153882498364L,39,28
new44,19143153881753500L,-1,28
new45,20831450666152860L,7,28
new46,12985851085352092L,0,28
new47,12985851085328252L,0,28
new49,12985851085328284L,0,28
new50,19143153881753244L,-1,28
new51,12985851085329308L,0,28
new52,3978652191056796L,-1,28
new53,3978652199692188L,-1,28
new54,3978652191056764L,-1,28
new55,3978652199692156L,-1,28
new58,2552585626956700L,-1,28
new59,3978652191059868L,8,28
new63,20283862829028252L,15,28
new62,2552585626382236L,6,28
new64,20283862820644508L,-1,28
new65,20566468403990940L,-1,28
new66,2552585626948508L,-1,28
new67,20847943363998620L,-1,28
new69,20283862820639644L,15,28
new70,20283862829033116L,-1,28
new71,20566468380996508L,-1,28
new73,20847943363998364L,-1,28
new74,20566468380996252L,-1,28
new75,20847943363932828L,42,28
new76,20283894982398876L,-1,28
new78,20557641215141532L,-1,28
new79,20557641239553692L,-1,28
new80,20283894982136732L,-1,28
new81,20283894982816412L,12,28
new85,20830835502568348L,-1,28
new87,20830842750325660L,-1,28
new88,19705551118462876L,42,28
new89,19705551120077724L,-1,28
new90,3987490621385372L,-1,28
new91,3987490621383324L,-1,28
new92,3987490621379484L,8,28
new93,18105214897017756L,35,28
new94,19143153890141852L,-1,28
new99,18105214889677724L,36,28
new95,19158553471292316L,-1,28
new102,18034846153659292L,33,28
new103,18034853393257372L,32,28
new104,19158553471292060L,-1,28
new105,18034853401416604L,33,28
new106,19424076158528668L,-1,28
new107,19424076158505884L,-1,28
new108,12404210540867484L,0,28
new109,12404210541630364L,0,28
new110,21675259317545372L,-1,28
new111,21675259342688668L,-1,28
new113,21675259336659356L,6,28
new115,12404210340211612L,0,28
new116,12404210340210588L,0,28
new123,12404210340210556L,0,28
new124,12404210340211580L,0,28
new125,3987490621385628L,-1,28
new127,18034844006420380L,35,28
new129,18034844006420124L,35,28
new130,12404210339770268L,0,28
new131,12404210339737500L,0,28
new134,21675293702394268L,6,28
new135,21675293695316380L,6,28
new137,21675293677249948L,11,28
new141,21675267672795548L,9,28
new142,21675267697240476L,-1,28
new143,20283862829033372L,-1,28
new146,19424076143367068L,-1,28
new147,20284101216064412L,-1,28
new148,20283862820644764L,-1,28
new149,20284101216031644L,-1,28
new150,20284101182772124L,-1,28
new151,3987490621383516L,-1,28
new152,21675302057707932L,8,28
new154,20284101182509980L,-1,28
new155,3987490621383580L,-1,28
new156,20284101182477212L,-1,28
new157,20283894982816668L,12,28
new158,12404210541554844L,0,28
new159,12404210541531004L,0,28
new161,12404210541531036L,0,28
new162,19143153890142108L,-1,28
new163,12404210541532060L,0,28
new168,3397011621867420L,8,28
new169,3397011621900188L,9,28
new171,20847944437740444L,-1,28
new172,18017228457897884L,-1,28
new173,20566469452641180L,-1,28
new174,20847944429482908L,12,28
new175,20847944437740188L,-1,28
new176,20566469452640924L,-1,28
new177,20847944429482652L,12,28
new178,12402578245348252L,0,28
new179,12387733780361116L,0,28
new180,20549359444431516L,9,28
new181,12402578236959612L,0,28
new182,20830834428892060L,-1,28
new183,12402578236959644L,0,28
new184,20549359443792796L,-1,28
new186,12402578245348220L,0,28
new187,20831450665735068L,-1,28
new189,12387733764632476L,0,28
new191,20830834395337628L,-1,28
new192,20831450665472924L,-1,28
new193,20831450666152604L,7,28
new194,12387733756243868L,0,28
new195,20549359410238364L,-1,28
new197,19157995403187100L,-1,28
new199,3987482282650268L,-1,28
new200,3987482283346588L,-1,28
new201,3987482282644380L,8,28
new202,12402578245349276L,0,28
new203,18034843972678300L,39,28
new204,18034845079983004L,40,28
new205,12402578236960668L,0,28
new208,18034843972678556L,39,28
new209,18034845046428572L,40,28
new212,21692369359956380L,-1,28
new213,21692369385099676L,-1,28
new214,19705551118447516L,-1,28
new215,21692369360144796L,-1,28
new216,21692369379070364L,6,28
new217,19705551120077212L,-1,28
new218,19705551119332252L,-1,28
new219,19705551118462364L,-1,28
new220,20566433843270556L,-1,28
new221,20549359444437148L,6,28
new223,20566433843237788L,-1,28
new224,20830834429072284L,-1,28
new225,12404218895855516L,0,28
new226,20549359443973020L,-1,28
new227,20830834420624284L,11,28
new228,12404218896683932L,0,28
new231,12386359390800764L,0,28
new232,20830834429072028L,-1,28
new233,12386359390800796L,0,28
new235,20549359443972764L,-1,28
new236,20830834420624028L,11,28
new238,18017228457897116L,-1,28
new239,18017228457874332L,-1,28
new240,19424350483927964L,-1,28
new241,19424625377457052L,-1,28
new242,18017228458069148L,-1,28
new243,19424625377522588L,-1,28
new245,19424350484411036L,-1,28
new246,18034845071747996L,37,28
new247,19424350499549852L,-1,28
new249,18034845071747740L,37,28
new250,3961094038915996L,-1,28
new251,21692368310856092L,-1,28
new252,21692368311619996L,-1,28
new253,3961094029240220L,-1,28
new254,3468512794830748L,-1,28
new255,20566468403991452L,-1,28
new256,3679619062205340L,-1,28
new259,3961094005361564L,-1,28
new261,3961094005369756L,-1,28
new262,21693468896694684L,7,28
new263,21693468889616796L,6,28
new264,20566434111607708L,8,28
new265,21693468871771548L,-1,28
new266,20267884484504476L,12,28
new267,21693468871550364L,-1,28
new268,20267884484498332L,9,28
new269,20566434111443868L,-1,28
new270,20566434111411100L,-1,28
new273,12386359390072732L,0,28
new274,3468512795051836L,64,28
new275,3679619069305948L,45,28
new277,20284102289806236L,-1,28
new278,3468512795051932L,-1,28
new280,3679619069283228L,-1,28
new281,20284102256513948L,-1,28
new282,20284102256251804L,-1,28
new284,12404218896608412L,0,28
new285,21693467823215004L,7,28
new286,12404218896582524L,0,28
new287,21693467823212956L,-1,28
new288,12404218896582556L,0,28
new289,12404218896585628L,0,28
new290,12386359390071676L,0,28
new291,12386359390071708L,0,28
new292,2825264493816988L,-1,28
new293,2825264493794204L,-1,28
new296,12386084512910204L,0,28
new297,12386084512910236L,0,28
new300,12386634235161500L,0,28
new301,12386634235178140L,0,28
new303,12386085578237820L,0,28
new305,12386085578237852L,0,28
new308,12386634235161468L,0,28
new309,12386634235155356L,0,28
new310,21393544955333468L,6,28
new311,20566469453288092L,49,28
new312,2825264493859740L,-1,28
new313,20847944437748636L,-1,28
new314,20566469452649372L,-1,28
new319,20267885557797788L,-1,28
new320,3959419319184252L,13,28
new321,3959419320232828L,13,28
new322,20830834395329180L,-1,28
new325,12386084512690076L,0,28
new326,20549359410229916L,-1,28
new329,20267885557535644L,-1,28
new330,20267892805620636L,-1,28
new331,12386634234687388L,0,28
new334,20267892806005404L,10,28
new335,20830834395329436L,-1,28
new336,12386085578239900L,0,28
new337,20549359410230172L,-1,28
new339,20267892805292956L,-1,28
new340,12386634235220892L,0,28
new342,3961095102981788L,-1,28
new343,3679620118103708L,-1,28
new344,3679620117882524L,-1,28
new346,3961095094593180L,-1,28
new348,3398145158170268L,-1,28
new350,3961102360423068L,-1,28
new351,3398145157949084L,-1,28
new352,3398145157944220L,5,28
new353,3961102342350492L,-1,28
new354,3961102359942044L,9,28
new355,12386084512689020L,0,28
new357,18034845046420124L,40,28
new360,12386084512689052L,0,28
new364,12386085578238844L,0,28
new366,18034845046420380L,40,28
new367,12386085578238876L,0,28
new370,21692368311357852L,-1,28
new371,19157963181976988L,-1,28
new372,21692368288311708L,-1,28
new374,19157995403186588L,-1,28
new375,21692368310847900L,-1,28
new376,19157995402441628L,-1,28
new377,19157963181962140L,-1,28
new378,12404218929442716L,0,28
new379,12404218929409948L,0,28
new381,20830835502558108L,-1,28
new382,12386359357271196L,0,28
new385,12985859490475932L,0,28
new386,12985859506761628L,0,28
new390,20830835502557852L,-1,28
new391,12386359357248412L,0,28
new393,18034846153649052L,37,28
new395,18034846153648796L,37,28
new396,3961095094593436L,-1,28
new397,21692369360152988L,-1,28
new398,21692369385361820L,-1,28
new399,3961095102982044L,-1,28
new401,3679620117882780L,-1,28
new402,3961102342350748L,-1,28
new403,3398145157949340L,-1,28
new404,3961102360423324L,-1,28
new407,21693467815872924L,-1,28
new409,21693467822950812L,-1,28
new411,20267892806005660L,10,28
new413,12386359357313948L,0,28
new414,20839116200268700L,16,28
new416,3679620118103868L,-1,28
new419,20839116192928668L,16,28
new420,3679620118103964L,-1,28
new422,20284110611567516L,-1,28
new423,3398145158170428L,46,28
new424,3398145158170524L,-1,28
new427,21693468896956828L,8,28
new428,12404218930136956L,0,28
new429,12404218930137980L,0,28
new430,21693468871779740L,-1,28
new431,12404218930138012L,0,28
new432,12404218930136988L,0,28
new433,12386359357303964L,0,28
new434,12985859490472828L,0,28
new435,12985859507488636L,0,28
new436,12985859490472860L,0,28
new437,12985859507488668L,0,28
new438,12386359357281180L,0,28
new439,19424076158505372L,66,28
new440,18017228458069884L,-1,28
new441,19424076143366556L,-1,28
new442,19424076142621596L,-1,28
new443,18017228458069916L,-1,28
new444,20557637750248348L,-1,28
new445,20557637750215580L,-1,28
new446,20557637750665884L,7,28
new448,12386634268715932L,0,28
new449,12386634268707708L,0,28
new450,12386634268707740L,0,28
new451,12386634268715900L,0,28
new452,20557637751296924L,-1,28
new454,19424350499550108L,-1,28
new455,19424625361834908L,-1,28
new456,19424625363932060L,-1,28
new457,20557637751264156L,-1,28
new458,19424350499564956L,-1,28
new459,19424625377456796L,-1,28
new460,19424625377522332L,-1,28
new462,582272585691036L,22,28
new465,19157995402652828L,-1,28
new466,20566468403991196L,-1,28
new467,19157995402630044L,-1,28
new468,20847943364006812L,-1,28
new469,20566468381004700L,-1,28
new473,20267884484498076L,9,28
new474,20557638019093148L,-1,28
new475,19424350484411292L,-1,28
new476,20557638019092124L,-1,28
new477,3395886326049660L,-1,28
new478,20267884484055964L,-1,28
new479,3395886325001084L,-1,28
new480,19157995402629532L,35,28
new481,20267884483859356L,-1,28
new482,20557638018421660L,-1,28
new483,3395886325001116L,-1,28
new484,3395886326049692L,-1,28
new485,20830842742125212L,10,28
new486,20267884484504220L,12,28
new487,20557638018388892L,-1,28
new488,20830842750317212L,-1,28
new490,20267884450567068L,-1,28
new491,12386634268241820L,0,28
new493,20267884450304924L,-1,28
new494,12386634267979676L,0,28
new495,20830842742125468L,10,28
new496,20830842750317468L,-1,28
new497,3468512795051676L,-1,28
new498,19157963181961084L,-1,28
new499,3961094029239964L,-1,28
new501,3468512794830492L,-1,28
new502,3679619062205084L,-1,28
new503,3679619069282972L,-1,28
new505,3961094029235100L,8,28
new506,3961094038915740L,-1,28
new507,3468512794825628L,5,28
new508,19157963181961116L,-1,28
new512,3961094005369500L,-1,28
new514,3961094005361308L,-1,28
new516,18105211675792284L,61,28
new517,18105211676677020L,-1,28
new518,20557638019470236L,-1,28
new519,3395886325002140L,-1,28
new520,3395886326050716L,-1,28
new521,18034853393248924L,32,28
new522,19157963181960604L,-1,28
new523,18034853401408156L,33,28
new524,18105211676644252L,-1,28
new525,20557638019437468L,-1,28
new526,18034853393249180L,32,28
new527,18034853401408412L,33,28
new531,21446046609859164L,-1,28
new532,12403119369023388L,0,28
new533,12403119386104732L,0,28
new534,21403213664938140L,-1,28
new535,21403213664413532L,-1,28
new536,21403213664938396L,-1,28
new538,18016127873576348L,-1,28
new539,18016128947317916L,-1,28
new540,1708172482024348L,-1,28
