名称,状态,最优步数,类型
new3,20284624882250624L,11,0
new4,18016961338585728L,-1,0
new5,18026040127697792L,-1,0
new6,18026040128516992L,-1,0
new7,18016961339470464L,-1,0
new8,18016961338585984L,-1,0
new9,18026040127697536L,-1,0
new10,18026040128516736L,-1,0
new11,18016961339470720L,-1,0
new12,9070494045516416L,-1,0
new13,9070494045549184L,-1,0
new14,18016961372140160L,-1,0
new15,9070219142902400L,-1,0
new16,18026016237775232L,-1,0
new17,9070494020809344L,-1,0
new18,18016961373024896L,-1,0
new19,18026016236956032L,-1,0
new20,18016961373737344L,-1,0
new21,18026016236941952L,-1,0
new22,18026016237761152L,-1,0
new23,18016961372154240L,-1,0
new24,20855849383908224L,12,0
new26,20855849392100224L,11,0
new27,19424337321264512L,-1,0
new28,9863265796903808L,-1,0
new29,19424337321526656L,-1,0
new30,589709850334080L,-1,0
new31,856066542162816L,-1,0
new32,9863265794806656L,-1,0
new33,9863265795855232L,-1,0
new34,9070235273507456L,-1,0
new35,9070235249029760L,-1,0
new36,9863241906598528L,-1,0
new37,589685960028800L,-1,0
new38,856042651857536L,-1,0
new39,9863241904501376L,-1,0
new40,9863241905549952L,-1,0
new41,9070235273540224L,-1,0
new42,589709850555008L,-1,0
new43,12394307219401600L,0,0
new44,12394307219393408L,0,0
new45,589709850555264L,-1,0
new46,12394282221349760L,0,0
new47,12394282221343616L,0,0
new48,12394283328637760L,0,0
new49,589685959799424L,-1,0
new50,12394306145618784L,0,0
new51,12394306145627008L,0,0
new52,12394283328645952L,0,0
new53,12394306145626976L,0,0
new54,12394306145618816L,0,0
new55,12394306112072576L,0,0
new56,12394306112089216L,0,0
new57,12394282254919808L,0,0
new58,12394282254904128L,0,0
new59,12394306112072544L,0,0
new60,12394306112066432L,0,0
new61,589685960035712L,-1,0
new62,19432892896117824L,-1,0
new63,589709850522240L,-1,0
new64,12394307219368832L,0,0
new65,12394307219383360L,0,0
new66,12394538878445696L,0,0
new67,12394538878700672L,0,0
new69,12685927697098880L,0,0
new70,12685927713384576L,0,0
new71,589709850529152L,-1,0
new73,12394307219360640L,0,0
new74,12394307219383616L,0,0
new75,19432892896379968L,-1,0
new76,12394282221331584L,0,0
new77,589709850522496L,-1,0
new78,12394282221316992L,0,0
new79,589960846324352L,-1,0
new80,589960862610048L,-1,0
new82,12394282221310848L,0,0
new83,12685927697361024L,0,0
new84,12685927721773184L,0,0
new86,12394538864044160L,0,0
new87,12394538872933504L,0,0
new88,589960837935744L,-1,0
new89,12394282221331776L,0,0
new90,12394283328604992L,0,0
new91,589685959766656L,-1,0
new92,20284618741942592L,5,0
new93,12394283328627776L,0,0
new94,12394538844891264L,0,0
new95,12394538845146240L,0,0
new96,12394283328613184L,0,0
new97,589685959773568L,-1,0
new98,12394283328628032L,0,0
new100,12394538830467968L,0,0
new99,20284617668208768L,5,0
new101,12394538838627200L,0,0
new102,12394282254886016L,0,0
new103,589984728241024L,-1,0
new104,12394282254887040L,0,0
new105,19432892895627648L,-1,0
new106,12394282254871360L,0,0
new107,589984736629632L,-1,0
new108,589984737678208L,-1,0
new109,589685959780736L,-1,0
new110,12394282254886208L,0,0
new111,856066557555328L,-1,0
new112,12394538073156448L,0,0
new113,12394538073418624L,0,0
new115,12394538073418592L,0,0
new117,12394538073156480L,0,0
new118,856066557555584L,-1,0
new119,12394538039864192L,0,0
new120,12394538040388736L,0,0
new122,12394538039864160L,0,0
new123,12394538040365952L,0,0
new125,856042666799744L,-1,0
